meta_iter,meta_batch_size,inner_steps,inner_lr,meta_lr,delta_norm,inner_loss_mean,inner_makespan_mean,val_makespan,best_val_makespan,saved_best,duration_sec
61,16,1,0.0001,0.001,0.0027187870199285964,-1.5978947340305576,2639.5,,2319.84,0,217.961
62,16,1,0.0001,0.001,0.0027558263863521493,-1.8409932291347357,2610.1875,,2319.84,0,217.867
63,16,1,0.0001,0.001,0.0027743381268761674,-1.407411495500646,2636.4375,,2319.84,0,217.694
64,16,1,0.0001,0.001,0.0028392486899631495,-1.5529403649729168,2734.0,,2319.84,0,217.636
65,16,1,0.0001,0.001,0.0027682241140658875,-0.5485586810316541,2770.4375,,2319.84,0,217.59
66,16,1,0.0001,0.001,0.0029115305241149713,-1.4013325157051704,2666.75,,2319.84,0,217.719
67,16,1,0.0001,0.001,0.002740485387763992,-1.8076854572227878,2603.25,,2319.84,0,217.895
68,16,1,0.0001,0.001,0.0028444321066020523,-1.3379004464743016,2652.375,,2319.84,0,217.914
69,16,1,0.0001,0.001,0.002826008824148485,-1.2701900237370674,2693.125,,2319.84,0,218.26
70,16,1,0.0001,0.001,0.0027924809320136737,-1.085379211703174,2640.875,2364.04,2319.84,0,5710.531
71,16,1,0.0001,0.001,0.002751688724502271,-1.7409773801687742,2742.375,,2319.84,0,219.481
72,16,1,0.0001,0.001,0.002710054978372918,-1.0634419101393735,2654.125,,2319.84,0,218.163
73,16,1,0.0001,0.001,0.0027532171329290884,-2.1909751618888387,2686.1875,,2319.84,0,219.707
74,16,1,0.0001,0.001,0.002741689942592065,-0.6785512498345826,2808.375,,2319.84,0,219.306
75,16,1,0.0001,0.001,0.0027322313710616696,-2.310734731534358,2682.625,,2319.84,0,219.283
76,16,1,0.0001,0.001,0.00274161251146093,-2.049884940611989,2612.0,,2319.84,0,217.452
77,16,1,0.0001,0.001,0.0029547864947153096,-1.3163727811083448,2642.75,,2319.84,0,217.942
78,16,1,0.0001,0.001,0.0027335149920782974,-1.9749202097046639,2654.0,,2319.84,0,218.212
79,16,1,0.0001,0.001,0.0027012453371289507,-1.6690689405360177,2695.25,,2319.84,0,219.267
80,16,1,0.0001,0.001,0.0028265191710150394,-1.2878184335632252,2735.125,2328.64,2319.84,0,5707.227
81,16,1,0.0001,0.001,0.002668543294990849,-0.22699140939043957,2716.1875,,2319.84,0,216.767
82,16,1,0.0001,0.001,0.002747338780342276,-1.9431182033911785,2616.375,,2319.84,0,216.777
83,16,1,0.0001,0.001,0.0028020428411564217,-0.9317240998918835,2669.1875,,2319.84,0,218.121
84,16,1,0.0001,0.001,0.00279268519399245,-1.048271754276077,2698.875,,2319.84,0,216.134
85,16,1,0.0001,0.001,0.0027386678495049765,-2.259579919383901,2640.875,,2319.84,0,219.242
86,16,1,0.0001,0.001,0.002719584239249876,-1.5210346559185446,2582.0,,2319.84,0,218.737
87,16,1,0.0001,0.001,0.0028007968865304857,-2.1390434777510285,2587.6875,,2319.84,0,216.434
88,16,1,0.0001,0.001,0.0027217128364102603,-2.1816102338234384,2696.3125,,2319.84,0,217.928
89,16,1,0.0001,0.001,0.002861914816740713,-1.2385084701628053,2717.3125,,2319.84,0,219.021
1,16,1,0.0001,0.001,0.002869323729344558,-2.0065444799341603,2612.5625,,,0,218.621
2,16,1,0.0001,0.001,0.0027636596050854643,-0.46418243721371166,2836.0,,,0,218.363
3,16,1,0.0001,0.001,0.0027487295310665203,-1.341274119097384,2781.25,,,0,217.965
4,16,1,0.0001,0.001,0.0028489299789830765,-1.7093326451814894,2769.125,,,0,218.029
5,16,1,0.0001,0.001,0.002820238694948561,-2.0053978479529975,2771.8125,,,0,217.758
6,16,1,0.0001,0.001,0.002725146540849401,-1.5396261397224393,2763.3125,,,0,217.602
7,16,1,0.0001,0.001,0.0026706252161684233,-1.7955477214097748,2774.25,,,0,218.467
8,16,1,0.0001,0.001,0.0028669776104634855,-2.0563126740323954,2765.9375,,,0,218.171
9,16,1,0.0001,0.001,0.002720858133316855,-0.5873801652838097,2745.3125,,,0,217.825
10,16,1,0.0001,0.001,0.0027261420737516883,-0.7109422947529069,2769.5,2436.24,2436.24,1,5712.211
11,16,1,0.0001,0.001,0.0028576024088901746,-1.7720566052835947,2806.0625,,2436.24,0,218.513
12,16,1,0.0001,0.001,0.0026909406364005375,-0.7399589356000983,2774.3125,,2436.24,0,218.538
13,16,1,0.0001,0.001,0.002807343425908074,-1.285324937588766,2760.125,,2436.24,0,218.566
14,16,1,0.0001,0.001,0.002865745733207294,-1.4463325546788084,2820.5,,2436.24,0,218.552
15,16,1,0.0001,0.001,0.002715640426907708,-0.3698127311971022,2847.6875,,2436.24,0,218.906
16,16,1,0.0001,0.001,0.0027661305056480272,-2.2458527100501624,2822.125,,2436.24,0,219.064
17,16,1,0.0001,0.001,0.0029186889327365976,-1.5828036762806006,2853.375,,2436.24,0,218.879
18,16,1,0.0001,0.001,0.002802923537012841,-0.9394946740341837,2759.75,,2436.24,0,218.981
19,16,1,0.0001,0.001,0.0026855495116158297,-1.3373343602382821,2772.625,,2436.24,0,218.641
20,16,1,0.0001,0.001,0.0027956875966256285,-1.426924605726004,2771.5,2408.08,2408.08,1,5694.193
21,16,1,0.0001,0.001,0.0027006642855574537,-0.724792432997939,2795.3125,,2408.08,0,217.568
22,16,1,0.0001,0.001,0.002845894350274305,-1.2974272177355133,2774.625,,2408.08,0,217.764
23,16,1,0.0001,0.001,0.0027811023172901574,-1.8399954011759678,2725.0,,2408.08,0,217.899
24,16,1,0.0001,0.001,0.0026904996663088183,-2.1159355908235553,2812.3125,,2408.08,0,217.833
25,16,1,0.0001,0.001,0.0027962471374642587,-2.1530459297159728,2788.125,,2408.08,0,217.833
26,16,1,0.0001,0.001,0.0028852972176598222,-1.384985998589658,2717.4375,,2408.08,0,217.763
27,16,1,0.0001,0.001,0.0028067967922295123,-1.937039097605179,2749.875,,2408.08,0,218.402
28,16,1,0.0001,0.001,0.0028025757585932215,-0.4367956612488262,2842.25,,2408.08,0,218.395
29,16,1,0.0001,0.001,0.00278271736303813,-1.408061790814654,2693.0625,,2408.08,0,218.028
30,16,1,0.0001,0.001,0.002809675285062679,-1.7360986324848173,2617.6875,2422.42,2408.08,0,5677.227
31,16,1,0.0001,0.001,0.002737475999153285,-0.8962615173285555,2784.9375,,2408.08,0,218.933
32,16,1,0.0001,0.001,0.0027432572546450045,-1.4565827924726271,2725.625,,2408.08,0,218.38
33,16,1,0.0001,0.001,0.002723386163684755,-1.261847059695124,2816.6875,,2408.08,0,216.528
34,16,1,0.0001,0.001,0.002802818981105105,-1.6823502430480244,2818.9375,,2408.08,0,217.225
35,16,1,0.0001,0.001,0.002984983358182436,-0.6977251820549166,2787.9375,,2408.08,0,217.253
36,16,1,0.0001,0.001,0.0028296973886944403,-1.8799850816992003,2800.5625,,2408.08,0,216.912
37,16,1,0.0001,0.001,0.002764198357851054,-0.6998097764908922,2892.125,,2408.08,0,216.892
38,16,1,0.0001,0.001,0.002892009201017619,-1.3119258556352196,2840.3125,,2408.08,0,217.16
39,16,1,0.0001,0.001,0.0027497256004587237,-1.4898681005607086,2816.6875,,2408.08,0,216.527
40,16,1,0.0001,0.001,0.0029122464658262676,-0.7436113473772763,2796.625,2435.4,2408.08,0,5663.161
41,16,1,0.0001,0.001,0.002733698721910941,-0.844525020547609,2695.6875,,2408.08,0,217.627
42,16,1,0.0001,0.001,0.0027892341131090675,-1.6321344733940877,2624.0625,,2408.08,0,217.72
43,16,1,0.0001,0.001,0.0027843770142762605,-1.8868923738973777,2702.8125,,2408.08,0,216.705
44,16,1,0.0001,0.001,0.002671863790190693,-1.116139261084014,2829.9375,,2408.08,0,217.816
45,16,1,0.0001,0.001,0.002735007387371224,-1.787135272440531,2747.625,,2408.08,0,218.529
46,16,1,0.0001,0.001,0.002736022080249637,-1.076584857826635,2750.0,,2408.08,0,218.018
47,16,1,0.0001,0.001,0.0028041138657189345,-1.4497260895445816,2696.5625,,2408.08,0,216.233
48,16,1,0.0001,0.001,0.002743254575181316,-1.4942642609210872,2801.875,,2408.08,0,217.901
49,16,1,0.0001,0.001,0.0028195346795746945,-1.6007121344530568,2674.3125,,2408.08,0,216.83
50,16,1,0.0001,0.001,0.0026881890482151945,-1.708274910877379,2833.125,2417.18,2408.08,0,5703.055
51,16,1,0.0001,0.001,0.002773558089100504,-1.3100620185651883,2678.875,,2408.08,0,217.201
52,16,1,0.0001,0.001,0.0028331404239166375,-0.5229835345070384,2802.0625,,2408.08,0,215.815
53,16,1,0.0001,0.001,0.0028025885795432107,-1.4226141902304026,2827.0,,2408.08,0,217.472
54,16,1,0.0001,0.001,0.0027564293563800578,-1.6421715838603355,2733.25,,2408.08,0,217.817
55,16,1,0.0001,0.001,0.00289809269666838,-1.3339042673793151,2907.5,,2408.08,0,217.898
56,16,1,0.0001,0.001,0.0027426295840549913,-1.5136620614111063,2729.625,,2408.08,0,217.956
57,16,1,0.0001,0.001,0.002741794430766078,-1.9543571314356718,2798.4375,,2408.08,0,217.847
58,16,1,0.0001,0.001,0.002697960542639228,-1.1256075732510173,2797.5,,2408.08,0,217.849
59,16,1,0.0001,0.001,0.002717129075965471,-2.043921857451553,2813.25,,2408.08,0,216.765
60,16,1,0.0001,0.001,0.002801520502793767,-0.6564213067166735,2732.625,2399.9,2399.9,1,5656.677
61,16,1,0.0001,0.001,0.002801923901355122,-0.9180806517975055,2712.125,,2399.9,0,216.783
62,16,1,0.0001,0.001,0.002829533986393133,-1.984724768453224,2859.0,,2399.9,0,216.511
63,16,1,0.0001,0.001,0.0029027813872987617,-1.7539698521703417,2808.125,,2399.9,0,216.086
64,16,1,0.0001,0.001,0.0028279554324828777,-0.25902517016331716,2650.5,,2399.9,0,217.341
65,16,1,0.0001,0.001,0.002709748425637021,-0.9950007838232473,2794.0,,2399.9,0,217.366
66,16,1,0.0001,0.001,0.0027102993164708758,-0.7470821854841386,2745.0625,,2399.9,0,217.284
67,16,1,0.0001,0.001,0.0028476909271568595,-1.0842995116507286,2746.0,,2399.9,0,217.576
68,16,1,0.0001,0.001,0.002891836971986831,-1.0830149197833792,2699.75,,2399.9,0,217.786
69,16,1,0.0001,0.001,0.0028461237782959276,-1.3729318870374279,2790.9375,,2399.9,0,217.685
70,16,1,0.0001,0.001,0.002902034609003991,-1.7757918700575313,2827.0625,2423.32,2399.9,0,5671.625
71,16,1,0.0001,0.001,0.002873687889137248,-1.3479947726625212,2748.3125,,2399.9,0,218.216
72,16,1,0.0001,0.001,0.0027994453560975254,-0.6190244552520265,2716.8125,,2399.9,0,216.968
73,16,1,0.0001,0.001,0.0030359386689279943,-1.6838484021642663,2832.3125,,2399.9,0,216.955
74,16,1,0.0001,0.001,0.0027181195397640422,-0.9317833398499132,2812.6875,,2399.9,0,217.143
75,16,1,0.0001,0.001,0.0027389901900162477,-1.9989439703027725,2858.875,,2399.9,0,216.941
76,16,1,0.0001,0.001,0.0026925836344806283,-1.9478345499523908,2806.375,,2399.9,0,218.811
77,16,1,0.0001,0.001,0.00278517206483517,-1.2491022453076295,2855.25,,2399.9,0,218.849
78,16,1,0.0001,0.001,0.002766058515456822,-1.7693838441478282,2719.5,,2399.9,0,218.322
79,16,1,0.0001,0.001,0.002846855510396222,-1.5267438871175523,2886.5625,,2399.9,0,219.063
80,16,1,0.0001,0.001,0.002784610835369518,0.6155088674709908,2829.1875,2408.12,2399.9,0,5694.575
81,16,1,0.0001,0.001,0.002704428411977692,-1.5423524616724122,2694.125,,2399.9,0,218.223
82,16,1,0.0001,0.001,0.0027713867901479976,-1.4979475195512035,2879.1875,,2399.9,0,218.769
83,16,1,0.0001,0.001,0.0028298406260783447,-2.188660517378182,2771.375,,2399.9,0,218.782
84,16,1,0.0001,0.001,0.002779805644435834,-1.3174943136562522,2732.8125,,2399.9,0,218.415
85,16,1,0.0001,0.001,0.002829752365204975,-1.385581320643173,2776.3125,,2399.9,0,217.984
86,16,1,0.0001,0.001,0.0027278139244752086,-1.3966613244444528,2832.1875,,2399.9,0,217.787
87,16,1,0.0001,0.001,0.002879632656982249,-1.2842005772086806,2800.0,,2399.9,0,218.159
88,16,1,0.0001,0.001,0.002809939893846485,-1.8301607099356865,2864.0625,,2399.9,0,219.172
89,16,1,0.0001,0.001,0.0027954764111685834,0.1424197038810463,2835.875,,2399.9,0,218.669
90,16,1,0.0001,0.001,0.002721397883908357,-1.394933046997583,2745.375,2431.34,2399.9,0,5697.743
91,16,1,0.0001,0.001,0.0027171054363034973,-0.6599484009583341,2759.625,,2399.9,0,217.891
92,16,1,0.0001,0.001,0.0027964163226772407,-1.6087748434003404,2845.3125,,2399.9,0,218.927
93,16,1,0.0001,0.001,0.0027539579343001924,-1.7729051823445556,2704.8125,,2399.9,0,218.407
94,16,1,0.0001,0.001,0.0027576187333159872,-2.471520219048685,2656.875,,2399.9,0,219.034
95,16,1,0.0001,0.001,0.002812539870103164,-0.25522455476047295,2798.875,,2399.9,0,218.922
96,16,1,0.0001,0.001,0.002587648001432651,-1.106677232371094,2718.6875,,2399.9,0,217.563
97,16,1,0.0001,0.001,0.002766683562360192,-2.248646025873837,2800.375,,2399.9,0,219.028
98,16,1,0.0001,0.001,0.0027233737061520243,-0.7479021433307135,2790.5625,,2399.9,0,218.567
99,16,1,0.0001,0.001,0.0027176460405445415,-1.6201434493237752,2792.3125,,2399.9,0,218.991
100,16,1,0.0001,0.001,0.002740554948105622,-1.876149298093825,2754.0,2404.84,2399.9,0,5701.413
1,16,1,0.0001,0.001,0.00045418073959714003,0.2108584651723504,1895.25,,,0,199.409
2,16,1,0.0001,0.001,0.00044796565368540836,0.1885769134387374,1779.125,,,0,199.185
1,16,1,0.0001,0.001,0.0030949099650196227,0.163034105155831,1561.75,,,0,206.552
2,16,1,0.0001,0.001,0.002770832259916217,0.1571702601775047,1569.3125,,,0,206.269
3,16,1,0.0001,0.001,0.0029756222764640854,0.1843240501887433,1577.625,,,0,206.861
4,16,1,0.0001,0.001,0.0029475057641091718,0.6765846396957703,1546.375,,,0,206.962
1,16,1,0.0001,0.001,0.0027545629493189124,1.2014238638738641,2495.375,,,0,207.346
2,16,1,0.0001,0.001,0.002645263515661191,1.5102474477081036,2270.375,,,0,206.053
3,16,1,0.0001,0.001,0.002459869627458824,0.8393400903850667,2421.8125,,,0,206.21
4,16,1,0.0001,0.001,0.0024685952085489902,0.586943929244467,2115.4375,,,0,205.869
5,16,1,0.0001,0.001,0.0027208902431972762,0.75054458990693,2283.5625,,,0,205.956
6,16,1,0.0001,0.001,0.0026285173783235994,0.846055060275802,2194.4375,,,0,205.966
7,16,1,0.0001,0.001,0.0026141901453033377,1.160380491903369,2287.625,,,0,206.599
8,16,1,0.0001,0.001,0.002536444846041448,0.5641942384935095,2191.625,,,0,206.86
9,16,1,0.0001,0.001,0.002719354211629309,0.9446945724598066,2365.0,,,0,206.89
1,16,1,0.0001,0.001,0.002971765187691334,0.2664137705823792,1993.1875,,,0,207.722
2,16,1,0.0001,0.001,0.0028273262264631293,0.8800798179754545,1901.5625,,,0,207.649
3,16,1,0.0001,0.001,0.003023204420897176,0.8953264529882088,2038.0625,,,0,207.716
4,16,1,0.0001,0.001,0.0027367572217649135,0.3437103500559832,1995.625,,,0,208.015
5,16,1,0.0001,0.001,0.0028348537023813103,0.6720596882531203,2003.9375,,,0,207.788
6,16,1,0.0001,0.001,0.003103527753506085,0.4729740840156576,1983.75,,,0,207.841
7,16,1,0.0001,0.001,0.0027805397493618493,1.1040448068517072,1991.3125,,,0,207.503
8,16,1,0.0001,0.001,0.002997858570807202,0.7813728921235831,2017.5625,,,0,207.495
9,16,1,0.0001,0.001,0.003075801009727546,0.9499111609070545,2032.1875,,,0,207.43
10,16,1,0.0001,0.001,0.002829640364828403,0.37759076236111794,1954.0625,4410.76,4410.76,1,5719.593
11,16,1,0.0001,0.001,0.002835146837583743,0.22708673073620517,1919.125,,4410.76,0,207.983
12,16,1,0.0001,0.001,0.0031309815354744236,0.8357870734738277,1969.625,,4410.76,0,207.611
13,16,1,0.0001,0.001,0.003118544323393831,0.34143349089029706,2068.375,,4410.76,0,207.19
14,16,1,0.0001,0.001,0.0030720961165628725,0.2524362170021637,2030.5625,,4410.76,0,207.125
15,16,1,0.0001,0.001,0.0031245312588625133,0.4896936996841523,1959.4375,,4410.76,0,207.239
16,16,1,0.0001,0.001,0.002904657511041909,1.2114646132993723,1963.1875,,4410.76,0,207.076
17,16,1,0.0001,0.001,0.0028849760826251242,0.6419752241461432,1933.8125,,4410.76,0,207.469
18,16,1,0.0001,0.001,0.0029916426550409773,0.08234242395438107,1986.875,,4410.76,0,207.352
19,16,1,0.0001,0.001,0.003047724864473543,0.21615886334612386,1975.8125,,4410.76,0,207.401
20,16,1,0.0001,0.001,0.0030018510750947696,0.3928590540758262,1979.1875,4408.62,4408.62,1,5725.281
21,16,1,0.0001,0.001,0.003057473613180338,0.736186127393173,1990.4375,,4408.62,0,207.263
22,16,1,0.0001,0.001,0.0030396064175425425,0.4868439210867709,2007.0625,,4408.62,0,207.245
23,16,1,0.0001,0.001,0.0030875544079500754,0.8995604406267973,1888.5,,4408.62,0,207.233
24,16,1,0.0001,0.001,0.0029418262778352086,0.49215513660212007,1970.625,,4408.62,0,208.037
25,16,1,0.0001,0.001,0.002774256348109159,0.7411361573903219,1914.0,,4408.62,0,207.602
26,16,1,0.0001,0.001,0.002799857917940713,1.279024492719674,1913.0,,4408.62,0,207.315
27,16,1,0.0001,0.001,0.003089157262597885,0.4103898827483511,2027.0,,4408.62,0,207.302
28,16,1,0.0001,0.001,0.003109701284849376,0.8986633520951454,1994.625,,4408.62,0,207.334
29,16,1,0.0001,0.001,0.003072845102861758,0.6740328546868508,1961.3125,,4408.62,0,207.675
30,16,1,0.0001,0.001,0.003033458183291287,0.24011090244064598,2007.6875,4425.46,4408.62,0,5718.2
31,16,1,0.0001,0.001,0.003169706037643516,0.14567563341268006,1939.9375,,4408.62,0,207.269
32,16,1,0.0001,0.001,0.002833479724617485,0.4730762765334826,1954.6875,,4408.62,0,207.1
33,16,1,0.0001,0.001,0.002908414964543271,0.4312499423357112,1867.375,,4408.62,0,207.13
34,16,1,0.0001,0.001,0.003002573969058648,0.6754675840585351,1931.75,,4408.62,0,207.109
35,16,1,0.0001,0.001,0.0027524339367179826,0.7703126045691332,1938.9375,,4408.62,0,207.115
36,16,1,0.0001,0.001,0.0028814813360854767,0.36523294023601677,1908.625,,4408.62,0,207.082
37,16,1,0.0001,0.001,0.0029772984204349674,0.6545236556434034,1988.0,,4408.62,0,207.183
38,16,1,0.0001,0.001,0.0029452521244514238,0.5668542278978316,1997.3125,,4408.62,0,207.332
39,16,1,0.0001,0.001,0.002977686115831617,0.3581312530894484,1884.5,,4408.62,0,207.211
40,16,1,0.0001,0.001,0.0029929623221399073,0.7101475601054572,1946.75,4391.6,4391.6,1,5717.082
41,16,1,0.0001,0.001,0.0027367562440365678,0.11653951678833482,1941.625,,4391.6,0,207.962
42,16,1,0.0001,0.001,0.0027739264047074073,0.759707517536709,1925.3125,,4391.6,0,208.016
43,16,1,0.0001,0.001,0.003012228059385338,0.22790393801211312,2044.4375,,4391.6,0,207.778
44,16,1,0.0001,0.001,0.0030936408753706158,0.33648209371168153,1912.8125,,4391.6,0,207.222
45,16,1,0.0001,0.001,0.002948599293618538,0.531607924900451,1916.8125,,4391.6,0,208.231
46,16,1,0.0001,0.001,0.0028468963817076657,0.8397627159678869,1893.5,,4391.6,0,207.731
47,16,1,0.0001,0.001,0.002780949214672429,0.5594486145268963,1921.5,,4391.6,0,208.063
48,16,1,0.0001,0.001,0.0029006132480041183,0.8701549008409766,1926.25,,4391.6,0,208.252
49,16,1,0.0001,0.001,0.0030675568759159747,0.784809785230422,1909.75,,4391.6,0,208.21
50,16,1,0.0001,0.001,0.002900041173237786,0.8782551140240759,1851.125,4383.38,4383.38,1,5725.141
51,16,1,0.0001,0.001,0.0028735329589590765,0.45333545688342003,1928.5,,4383.38,0,206.943
52,16,1,0.0001,0.001,0.002986753674224409,0.1799869456753693,1814.6875,,4383.38,0,207.083
53,16,1,0.0001,0.001,0.002989176351716643,0.32944174927511094,1975.8125,,4383.38,0,207.362
54,16,1,0.0001,0.001,0.0029644681879884838,0.32431246121890533,1902.5,,4383.38,0,207.419
55,16,1,0.0001,0.001,0.002893965624102004,0.3925746870436725,1953.8125,,4383.38,0,207.588
56,16,1,0.0001,0.001,0.0029836899435573038,2.0330370894705316,1960.5,,4383.38,0,207.735
57,16,1,0.0001,0.001,0.0030334961618424866,0.32661281284828253,1989.1875,,4383.38,0,207.747
58,16,1,0.0001,0.001,0.0027688759070547196,0.220992217295899,1908.3125,,4383.38,0,207.358
59,16,1,0.0001,0.001,0.0028988180825918327,0.3991331588583841,1899.875,,4383.38,0,207.169
60,16,1,0.0001,0.001,0.0026481941731494587,1.4198738349157103,1968.1875,4347.64,4347.64,1,5709.371
61,16,1,0.0001,0.001,0.002829197263468135,0.9285307103361717,1928.1875,,4347.64,0,207.964
62,16,1,0.0001,0.001,0.002988566510255971,0.7954738504092324,1908.25,,4347.64,0,207.655
63,16,1,0.0001,0.001,0.0028877369639239304,0.5757484767415431,2007.875,,4347.64,0,207.387
64,16,1,0.0001,0.001,0.0027675421312811487,0.4832813333978185,1762.0625,,4347.64,0,207.463
65,16,1,0.0001,0.001,0.002839216906287434,0.25857516990498397,1902.0,,4347.64,0,207.583
66,16,1,0.0001,0.001,0.002738225734669591,0.3004054133242419,1863.25,,4347.64,0,207.405
67,16,1,0.0001,0.001,0.0028512992772629507,0.7778624699031758,1872.9375,,4347.64,0,207.547
68,16,1,0.0001,0.001,0.002782049200531641,0.5675376077028053,1923.75,,4347.64,0,207.548
69,16,1,0.0001,0.001,0.0025676243741563905,0.8267216948072525,1865.5625,,4347.64,0,208.159
70,16,1,0.0001,0.001,0.0028687198893035193,0.6548780579543348,1986.6875,4344.06,4344.06,1,5724.352
71,16,1,0.0001,0.001,0.002801358755286,1.5924166903583399,1932.6875,,4344.06,0,207.182
72,16,1,0.0001,0.001,0.002922819233334069,0.5145705779300047,1894.5,,4344.06,0,207.059
73,16,1,0.0001,0.001,0.0029577838888877103,0.2507188517921824,1860.1875,,4344.06,0,207.155
74,16,1,0.0001,0.001,0.0029114778455601783,0.11843337196493577,1878.125,,4344.06,0,207.066
75,16,1,0.0001,0.001,0.0029967811837312867,0.7059252352883063,1940.3125,,4344.06,0,207.589
76,16,1,0.0001,0.001,0.0028793340601360787,0.22072935542163047,1877.5,,4344.06,0,207.416
77,16,1,0.0001,0.001,0.0029251503849625896,0.28992091458510955,1979.375,,4344.06,0,207.241
78,16,1,0.0001,0.001,0.0030251552389751407,1.080290826564962,1993.8125,,4344.06,0,207.246
79,16,1,0.0001,0.001,0.002741247585443902,0.8012157113717927,1821.75,,4344.06,0,206.662
80,16,1,0.0001,0.001,0.003093054205799369,0.4572317691904673,1911.3125,4346.98,4344.06,0,5715.094
81,16,1,0.0001,0.001,0.0027361593652464114,0.5871391898546164,1932.0,,4344.06,0,207.516
82,16,1,0.0001,0.001,0.0029746045098373824,0.3860249258812912,1937.875,,4344.06,0,207.457
83,16,1,0.0001,0.001,0.002806509510925012,0.47662640038991505,1947.1875,,4344.06,0,207.717
84,16,1,0.0001,0.001,0.003023228352424049,0.31386426297820785,1870.125,,4344.06,0,206.259
85,16,1,0.0001,0.001,0.002938190352627355,0.3091812278991963,1910.875,,4344.06,0,207.735
86,16,1,0.0001,0.001,0.0029593999142344413,0.2327597399693397,1815.0,,4344.06,0,207.953
87,16,1,0.0001,0.001,0.0027542354818279498,0.24136063937572474,1933.5625,,4344.06,0,207.46
88,16,1,0.0001,0.001,0.0029456136397676635,0.43544863067986295,1974.625,,4344.06,0,207.359
89,16,1,0.0001,0.001,0.0029130899496760763,0.4178482546075317,1904.6875,,4344.06,0,206.387
90,16,1,0.0001,0.001,0.0030706861002008034,0.9124294603698143,1943.3125,4326.1,4326.1,1,5714.379
91,16,1,0.0001,0.001,0.003102708124792074,0.49280154159497197,1939.6875,,4326.1,0,208.113
92,16,1,0.0001,0.001,0.003041281553805215,0.08439524651618961,1880.8125,,4326.1,0,208.22
93,16,1,0.0001,0.001,0.002959746113119137,0.8969459329006686,1946.3125,,4326.1,0,208.244
94,16,1,0.0001,0.001,0.003059646411038821,0.2511856980190179,1910.6875,,4326.1,0,208.259
95,16,1,0.0001,0.001,0.0029620866001823557,0.5239444882751898,1876.625,,4326.1,0,208.233
96,16,1,0.0001,0.001,0.002710970013811622,0.38636863208050715,1807.8125,,4326.1,0,208.203
97,16,1,0.0001,0.001,0.002930971251459214,0.3609651802404285,1862.9375,,4326.1,0,208.201
98,16,1,0.0001,0.001,0.0030640350578083958,0.5235324358395927,1918.75,,4326.1,0,208.03
99,16,1,0.0001,0.001,0.00280238895232674,0.21505358082793075,1837.0625,,4326.1,0,208.156
100,16,1,0.0001,0.001,0.0027695135907726187,0.279996161054002,1813.125,4247.22,4247.22,1,5732.079
1,16,1,0.0001,0.001,0.003109620984001552,0.07606351363573677,1714.625,,,0,208.022
2,16,1,0.0001,0.001,0.0030377359953261745,0.05662003545048379,1784.8125,,,0,207.164
3,16,1,0.0001,0.001,0.003271192396409163,0.9270543240540663,1689.625,,,0,207.022
4,16,1,0.0001,0.001,0.003244637432670363,0.34190571328925456,1720.25,,,0,206.836
5,16,1,0.0001,0.001,0.0031872328724588347,0.14910597301934742,1759.9375,,,0,206.68
6,16,1,0.0001,0.001,0.003061183268231275,0.5865633667258712,1808.375,,,0,206.835
7,16,1,0.0001,0.001,0.0031942987297796373,0.7831461282346063,1932.75,,,0,206.44
8,16,1,0.0001,0.001,0.0033118700818218477,0.2444913835335058,1707.375,,,0,206.53
9,16,1,0.0001,0.001,0.0031878093211756913,0.21445257644713245,1810.6875,,,0,205.67
1,16,1,0.0001,0.001,0.0033134840402738053,0.030117978024406026,1610.6875,,,0,207.91
2,16,1,0.0001,0.001,0.0031388084361270783,0.415913773844915,1633.3125,,,0,207.593
3,16,1,0.0001,0.001,0.003006353809418089,0.6771770231456743,1617.1875,,,0,207.545
4,16,1,0.0001,0.001,0.0030005146474768618,0.2124050510203428,1638.625,,,0,207.656
5,16,1,0.0001,0.001,0.003196652650135894,0.8565581198749752,1577.5,,,0,207.14
6,16,1,0.0001,0.001,0.0032005658912307557,0.17609093072259,1604.3125,,,0,207.109
7,16,1,0.0001,0.001,0.0032628030458724984,0.6584445463145344,1617.6875,,,0,206.811
8,16,1,0.0001,0.001,0.0034735209357038875,1.077732175020409,1590.1875,,,0,207.219
9,16,1,0.0001,0.001,0.0032923168596282726,0.18722016215692527,1665.0,,,0,206.73
10,16,1,0.0001,0.001,0.0030882696791850826,0.642641360889064,1628.375,4433.54,4433.54,1,5713.996
11,16,1,0.0001,0.001,0.00323484770667539,0.562129790812792,1594.0,,4433.54,0,207.781
12,16,1,0.0001,0.001,0.0031194532920134,0.09037719412395157,1633.3125,,4433.54,0,207.548
13,16,1,0.0001,0.001,0.003158604679595901,0.3124314479316626,1633.5,,4433.54,0,207.04
14,16,1,0.0001,0.001,0.0030702165340015007,0.37375060359284545,1633.4375,,4433.54,0,207.171
15,16,1,0.0001,0.001,0.0031722562550702458,0.21180115848661085,1643.25,,4433.54,0,207.651
16,16,1,0.0001,0.001,0.0031019679279772135,0.30367916392490485,1628.8125,,4433.54,0,207.506
17,16,1,0.0001,0.001,0.0032185274770284754,1.0607241541557768,1581.625,,4433.54,0,206.544
18,16,1,0.0001,0.001,0.0031441262274342465,0.570430837555327,1599.625,,4433.54,0,207.555
19,16,1,0.0001,0.001,0.0032620017517316297,0.25007206395677634,1587.6875,,4433.54,0,207.174
